Record_ID,Date,Year,Month,Month_Name,Quarter,Year_Month,Source,Source_URL,Country,Latitude,Longitude,Themes,Theme_Count,Number_of_Themes,Misinfo_Flag,Tone_Overall,Tone_Positive,Tone_Negative,Tone_Polarity,Tone_Activity,Tone_SelfGroup,Context_Category,Tone_Category
GDELT-SYNTHETIC-20220719-00132,2022-07-19,2022,7,July,Q3,2022-07,Al Jazeera,https://www.aljazeera.com/news/2022/07/19/experts-debunk-false-covid-narratives-online,Ethiopia,9.14,40.48,MEDIA_MANIPULATION; VACCINE_MISINFORMATION; SOC_POINTSOFINTEREST,3,3,1,-3.35,2.01,4.34,6.35,8.59,2.36,PROTEST;26;1;Ethiopia;9.14;40.48,Negative
GDELT-SYNTHETIC-20220719-00190,2022-07-19,2022,7,July,Q3,2022-07,Deutsche Welle,https://www.dw.com/news/2022/07/19/social-media-flags-election-posts-as-misinformation,Ghana,7.94,-1.02,CLIMATE_DENIAL; TAX_FNCACT_JOURNALIST; CRISISLEX_CRISISLEXREC; SOC_POINTSOFINTEREST; CYBER_ATTACK; MEDIA_MANIPULATION,6,6,1,-6.18,0.47,6.83,7.3,7.86,2.74,ARREST;35;1;Ghana;7.94;-1.02,Negative
GDELT-SYNTHETIC-20220720-00213,2022-07-20,2022,7,July,Q3,2022-07,France 24,https://www.france24.com/news/2022/07/20/government-warns-of-climate-related-fake-news,Ethiopia,9.14,40.48,CRISISLEX_CRISISLEXREC; CONSPIRACY,2,2,1,-1.57,0.85,3.14,3.99,2.78,2.14,PROTEST;22;1;Ethiopia;9.14;40.48,Negative
GDELT-SYNTHETIC-20220724-00486,2022-07-24,2022,7,July,Q3,2022-07,Associated Press,https://www.apnews.com/news/2022/07/24/journalists-targeted-amid-climate-misinformation-wave,Ghana,7.94,-1.02,VACCINE_MISINFORMATION; CRISISLEX_T10_URGENCY; TAX_FNCACT_JOURNALIST; CYBER_ATTACK; ELECTION,5,5,1,-2.21,2.57,3.18,5.75,11.37,2.17,KILL;41;1;Ghana;7.94;-1.02,Negative
GDELT-SYNTHETIC-20220730-00288,2022-07-30,2022,7,July,Q3,2022-07,The Guardian,https://www.theguardian.com/news/2022/07/30/experts-debunk-false-election-narratives-online,Pakistan,30.37,69.34,CONSPIRACY; CYBER_ATTACK; ECON_BANKRUPTCY; ELECTION_FRAUD,4,4,1,-2.79,1.75,4.59,6.34,9.47,3.23,KILL;36;1;Pakistan;30.37;69.34,Negative
GDELT-SYNTHETIC-20220805-00240,2022-08-05,2022,8,August,Q3,2022-08,Deutsche Welle,https://www.dw.com/news/2022/08/05/experts-debunk-false-climate-narratives-online,Germany,51.16,10.45,MEDIA_MANIPULATION; WB_HEALTH,2,2,1,-2.4,1.98,3.68,5.66,8.67,3.86,CRISISLEX_C07;17;1;Germany;51.16;10.45,Negative
GDELT-SYNTHETIC-20220809-00003,2022-08-09,2022,8,August,Q3,2022-08,Deutsche Welle,https://www.dw.com/news/2022/08/09/social-media-flags-political-posts-as-misinformation,South Africa,-30.55,22.93,MEDIA_MANIPULATION; WB_HEALTH,2,2,1,-4.66,1.53,5.78,7.31,2.26,0.78,PROTEST;47;1;South Africa;-30.55;22.93,Negative
GDELT-SYNTHETIC-20220812-00341,2022-08-12,2022,8,August,Q3,2022-08,Reuters,https://www.reuters.com/news/2022/08/12/experts-debunk-false-security-narratives-online,France,46.22,2.21,WB_HEALTH; ELECTION_FRAUD; DISINFORMATION; CONSPIRACY; WB_MEDIA,5,5,1,-2.62,2.49,3.94,6.43,11.33,2.91,KILL;50;1;France;46.22;2.21,Negative
GDELT-SYNTHETIC-20220813-00227,2022-08-13,2022,8,August,Q3,2022-08,Reuters,https://www.reuters.com/news/2022/08/13/fact-check-claims-about-political-go-viral-on-social-media,Egypt,26.82,30.8,CRISISLEX_T10_URGENCY; DISINFORMATION; INFORMATION_OPERATIONS,3,3,1,-2.7,2.42,4.51,6.93,9.36,2.26,PROTEST;10;1;Egypt;26.82;30.8,Negative
GDELT-SYNTHETIC-20220815-00295,2022-08-15,2022,8,August,Q3,2022-08,France 24,https://www.france24.com/news/2022/08/15/misleading-security-stories-spread-across-platforms,Pakistan,30.37,69.34,ELECTION_FRAUD; SOC_POINTSOFINTEREST; DISINFORMATION; GOV_GOVERNMENT_GENERAL,4,4,1,-0.51,1.39,1.44,2.83,8.04,1.72,ARREST;42;1;Pakistan;30.37;69.34,Neutral
GDELT-SYNTHETIC-20220816-00371,2022-08-16,2022,8,August,Q3,2022-08,France 24,https://www.france24.com/news/2022/08/16/journalists-targeted-amid-political-misinformation-wave,Germany,51.16,10.45,ELECTION_FRAUD; SOC_POINTSOFINTEREST,2,2,1,-5.12,3.78,5.52,9.3,10.76,3.5,ARREST;28;1;Germany;51.16;10.45,Negative
GDELT-SYNTHETIC-20220819-00249,2022-08-19,2022,8,August,Q3,2022-08,France 24,https://www.france24.com/news/2022/08/19/social-media-flags-climate-posts-as-misinformation,Germany,51.16,10.45,GOV_GOVERNMENT_GENERAL; MEDIA_MANIPULATION; ELECTION; SOC_POINTSOFINTEREST; VACCINE_MISINFORMATION,5,5,1,-4.45,1.8,5.16,6.96,4.96,1.85,CRISISLEX_C07;20;1;Germany;51.16;10.45,Negative
GDELT-SYNTHETIC-20220822-00328,2022-08-22,2022,8,August,Q3,2022-08,Al Jazeera,https://www.aljazeera.com/news/2022/08/22/fact-check-claims-about-vaccine-go-viral-on-social-media,South Africa,-30.55,22.93,CLIMATE_DENIAL; PROPAGANDA; MEDIA_MANIPULATION; SOC_POINTSOFINTEREST; ECON_BANKRUPTCY,5,5,1,-4.51,1.04,5.72,6.76,14.19,1.43,ARREST;47;1;South Africa;-30.55;22.93,Negative
GDELT-SYNTHETIC-20220822-00029,2022-08-22,2022,8,August,Q3,2022-08,BBC News,https://www.bbc.com/news/2022/08/22/fact-check-claims-about-political-go-viral-on-social-media,USA,37.09,-95.71,MEDIA_MANIPULATION; WB_HEALTH; DISINFORMATION; PROPAGANDA,4,4,1,-2.93,3.31,3.13,6.44,8.55,2.76,PROTEST;17;1;United States;37.09;-95.71,Negative
GDELT-SYNTHETIC-20220822-00470,2022-08-22,2022,8,August,Q3,2022-08,Associated Press,https://www.apnews.com/news/2022/08/22/social-media-flags-political-posts-as-misinformation,India,20.59,78.96,TAX_FNCACT_JOURNALIST; FAKE_NEWS; CYBER_ATTACK,3,3,1,-0.76,1.52,1.33,2.85,10.08,2.11,CRISISLEX_C07;47;1;India;20.59;78.96,Neutral
GDELT-SYNTHETIC-20220826-00072,2022-08-26,2022,8,August,Q3,2022-08,Associated Press,https://www.apnews.com/news/2022/08/26/social-media-flags-political-posts-as-misinformation,Kenya,-0.02,37.9,WB_MEDIA; TAX_FNCACT_JOURNALIST; CONSPIRACY; CYBER_ATTACK,4,4,1,-6.01,1.98,6.87,8.85,8.97,1.67,WOUND;45;1;Kenya;-0.02;37.9,Negative
GDELT-SYNTHETIC-20220827-00343,2022-08-27,2022,8,August,Q3,2022-08,Al Jazeera,https://www.aljazeera.com/news/2022/08/27/social-media-flags-security-posts-as-misinformation,Ethiopia,9.14,40.48,CRISISLEX_CRISISLEXREC; ECON_BANKRUPTCY; CYBER_ATTACK; CONSPIRACY; INFORMATION_OPERATIONS,5,5,1,-0.73,1.88,0.64,2.52,10.54,1.96,CRISISLEX_C07;45;1;Ethiopia;9.14;40.48,Neutral
GDELT-SYNTHETIC-20220829-00329,2022-08-29,2022,8,August,Q3,2022-08,France 24,https://www.france24.com/news/2022/08/29/misleading-covid-stories-spread-across-platforms,Kenya,-0.02,37.9,ELECTION_FRAUD; INFORMATION_OPERATIONS; WB_HEALTH; TAX_FNCACT_JOURNALIST; CRISISLEX_CRISISLEXREC; FAKE_NEWS,6,6,1,-3.44,3.41,4.4,7.81,9.36,1.44,KILL;40;1;Kenya;-0.02;37.9,Negative
GDELT-SYNTHETIC-20220830-00411,2022-08-30,2022,8,August,Q3,2022-08,Associated Press,https://www.apnews.com/news/2022/08/30/health-disinformation-campaign-traced-to-foreign-actors,Russia,61.52,105.31,DISINFORMATION; ELECTION_FRAUD; GOV_GOVERNMENT_GENERAL; FAKE_NEWS,4,4,1,-1.44,1.13,2.11,3.24,7.09,1.15,WOUND;47;1;Russia;61.52;105.31,Negative
GDELT-SYNTHETIC-20220830-00108,2022-08-30,2022,8,August,Q3,2022-08,Associated Press,https://www.apnews.com/news/2022/08/30/experts-debunk-false-vaccine-narratives-online,Nigeria,9.08,8.67,CONSPIRACY; DISINFORMATION; WB_HEALTH,3,3,1,-3.38,1.14,4.19,5.33,11.02,1.92,PROTEST;19;1;Nigeria;9.08;8.67,Negative
GDELT-SYNTHETIC-20220901-00105,2022-09-01,2022,9,September,Q3,2022-09,Associated Press,https://www.apnews.com/news/2022/09/01/social-media-flags-security-posts-as-misinformation,Philippines,12.87,121.77,CYBER_ATTACK; TAX_FNCACT_JOURNALIST; WB_MEDIA; INFORMATION_OPERATIONS; TAX_FNCACT_POLITICIAN,5,5,1,-7.67,2.54,8.34,10.88,9.71,1.74,WOUND;33;1;Philippines;12.87;121.77,Negative
GDELT-SYNTHETIC-20220901-00491,2022-09-01,2022,9,September,Q3,2022-09,The Guardian,https://www.theguardian.com/news/2022/09/01/vaccine-disinformation-campaign-traced-to-foreign-actors,India,20.59,78.96,CRISISLEX_CRISISLEXREC; TAX_FNCACT_POLITICIAN; CLIMATE_DENIAL; MEDIA_MANIPULATION,4,4,1,-5.79,1.17,6.76,7.93,5.85,3.18,KILL;29;1;India;20.59;78.96,Negative
GDELT-SYNTHETIC-20220902-00067,2022-09-02,2022,9,September,Q3,2022-09,The Guardian,https://www.theguardian.com/news/2022/09/02/experts-debunk-false-health-narratives-online,Ghana,7.94,-1.02,CONSPIRACY; ECON_BANKRUPTCY; SOC_POINTSOFINTEREST,3,3,1,-3.53,1.1,4.57,5.67,5.97,3.48,WOUND;3;1;Ghana;7.94;-1.02,Negative
GDELT-SYNTHETIC-20220902-00188,2022-09-02,2022,9,September,Q3,2022-09,Al Jazeera,https://www.aljazeera.com/news/2022/09/02/report-finds-surge-in-health-conspiracy-theories,India,20.59,78.96,CRISISLEX_CRISISLEXREC; ELECTION_FRAUD; TAX_FNCACT_JOURNALIST,3,3,1,-4.76,0.98,6.11,7.09,8.73,1.94,ARREST;32;1;India;20.59;78.96,Negative
GDELT-SYNTHETIC-20220904-00158,2022-09-04,2022,9,September,Q3,2022-09,Deutsche Welle,https://www.dw.com/news/2022/09/04/economic-disinformation-campaign-traced-to-foreign-actors,France,46.22,2.21,ELECTION; ELECTION_FRAUD; CRISISLEX_CRISISLEXREC; CYBER_ATTACK; TAX_FNCACT_JOURNALIST,5,5,1,-0.8,2.83,2.03,4.86,7.79,0.84,KILL;42;1;France;46.22;2.21,Neutral
GDELT-SYNTHETIC-20220904-00252,2022-09-04,2022,9,September,Q3,2022-09,Reuters,https://www.reuters.com/news/2022/09/04/election-disinformation-campaign-traced-to-foreign-actors,Philippines,12.87,121.77,DISINFORMATION; WB_MEDIA; ELECTION_FRAUD; SOC_POINTSOFINTEREST; ELECTION,5,5,1,-6.52,3.67,7.73,11.4,5.88,2.44,KILL;47;1;Philippines;12.87;121.77,Negative
GDELT-SYNTHETIC-20220904-00170,2022-09-04,2022,9,September,Q3,2022-09,The Guardian,https://www.theguardian.com/news/2022/09/04/report-finds-surge-in-political-conspiracy-theories,Ghana,7.94,-1.02,MEDIA_MANIPULATION; ELECTION_FRAUD; TAX_FNCACT_JOURNALIST; WB_HEALTH; ECON_BANKRUPTCY; DISINFORMATION,6,6,1,-2.27,2.29,4.5,6.79,6.09,1.97,KILL;2;1;Ghana;7.94;-1.02,Negative
GDELT-SYNTHETIC-20220905-00319,2022-09-05,2022,9,September,Q3,2022-09,Deutsche Welle,https://www.dw.com/news/2022/09/05/misleading-vaccine-stories-spread-across-platforms,Kenya,-0.02,37.9,INFORMATION_OPERATIONS; TAX_FNCACT_POLITICIAN,2,2,1,-6.18,0.92,7.4,8.32,10.71,0.14,PROTEST;6;1;Kenya;-0.02;37.9,Negative
GDELT-SYNTHETIC-20220907-00286,2022-09-07,2022,9,September,Q3,2022-09,Reuters,https://www.reuters.com/news/2022/09/07/government-warns-of-election-related-fake-news,South Africa,-30.55,22.93,MEDIA_MANIPULATION; PROPAGANDA; TAX_FNCACT_JOURNALIST,3,3,1,-8.42,4.06,8.87,12.93,7.34,2.22,CRISISLEX_C07;33;1;South Africa;-30.55;22.93,Negative
GDELT-SYNTHETIC-20220908-00023,2022-09-08,2022,9,September,Q3,2022-09,Al Jazeera,https://www.aljazeera.com/news/2022/09/08/experts-debunk-false-covid-narratives-online,China,35.86,104.19,TAX_FNCACT_JOURNALIST; WB_MEDIA; VACCINE_MISINFORMATION,3,3,1,-8.3,1.97,9.33,11.3,15.39,2.31,KILL;8;1;China;35.86;104.19,Negative
GDELT-SYNTHETIC-20220910-00021,2022-09-10,2022,9,September,Q3,2022-09,The Guardian,https://www.theguardian.com/news/2022/09/10/social-media-flags-climate-posts-as-misinformation,Philippines,12.87,121.77,ECON_BANKRUPTCY; CRISISLEX_CRISISLEXREC; FAKE_NEWS; TAX_FNCACT_JOURNALIST,4,4,1,-7.04,1.58,7.87,9.45,5.59,2.34,WOUND;9;1;Philippines;12.87;121.77,Negative
GDELT-SYNTHETIC-20220910-00172,2022-09-10,2022,9,September,Q3,2022-09,France 24,https://www.france24.com/news/2022/09/10/government-warns-of-political-related-fake-news,Nigeria,9.08,8.67,ELECTION_FRAUD; CRISISLEX_CRISISLEXREC; CRISISLEX_T10_URGENCY,3,3,1,-4.93,1.17,6.17,7.34,6.34,3.13,PROTEST;6;1;Nigeria;9.08;8.67,Negative
GDELT-SYNTHETIC-20220911-00225,2022-09-11,2022,9,September,Q3,2022-09,France 24,https://www.france24.com/news/2022/09/11/fact-check-claims-about-political-go-viral-on-social-media,France,46.22,2.21,GOV_GOVERNMENT_GENERAL; CRISISLEX_CRISISLEXREC; CONSPIRACY; ECON_BANKRUPTCY; INFORMATION_OPERATIONS,5,5,1,-0.74,3.19,2.06,5.25,4.57,4.13,KILL;37;1;France;46.22;2.21,Neutral
GDELT-SYNTHETIC-20220913-00036,2022-09-13,2022,9,September,Q3,2022-09,Deutsche Welle,https://www.dw.com/news/2022/09/13/report-finds-surge-in-security-conspiracy-theories,India,20.59,78.96,CYBER_ATTACK; VACCINE_MISINFORMATION; TAX_FNCACT_JOURNALIST,3,3,1,-1.43,2.01,3.16,5.17,7.21,5.22,CRISISLEX_C07;29;1;India;20.59;78.96,Negative
GDELT-SYNTHETIC-20220914-00073,2022-09-14,2022,9,September,Q3,2022-09,Associated Press,https://www.apnews.com/news/2022/09/14/social-media-flags-economic-posts-as-misinformation,China,35.86,104.19,CYBER_ATTACK; TAX_FNCACT_POLITICIAN; WB_HEALTH,3,3,1,-2.2,3.53,3.15,6.68,9.21,3.19,PROTEST;43;1;China;35.86;104.19,Negative
GDELT-SYNTHETIC-20220914-00082,2022-09-14,2022,9,September,Q3,2022-09,Deutsche Welle,https://www.dw.com/news/2022/09/14/experts-debunk-false-election-narratives-online,Russia,61.52,105.31,CONSPIRACY; ECON_BANKRUPTCY; ELECTION; CRISISLEX_T10_URGENCY,4,4,1,-1.94,0.93,2.87,3.8,8.36,3.01,KILL;4;1;Russia;61.52;105.31,Negative
GDELT-SYNTHETIC-20220915-00051,2022-09-15,2022,9,September,Q3,2022-09,BBC News,https://www.bbc.com/news/2022/09/15/social-media-flags-economic-posts-as-misinformation,India,20.59,78.96,DISINFORMATION; TAX_FNCACT_POLITICIAN; ELECTION_FRAUD; FAKE_NEWS,4,4,1,-6.65,2.92,8.71,11.63,11.1,0.98,PROTEST;13;1;India;20.59;78.96,Negative
GDELT-SYNTHETIC-20220915-00025,2022-09-15,2022,9,September,Q3,2022-09,Deutsche Welle,https://www.dw.com/news/2022/09/15/journalists-targeted-amid-vaccine-misinformation-wave,United Kingdom,55.37,-3.43,TAX_FNCACT_JOURNALIST; WB_MEDIA; MEDIA_MANIPULATION; ELECTION,4,4,1,-1.52,1.09,3.22,4.31,3.79,3.09,CRISISLEX_C07;46;1;United Kingdom;55.37;-3.43,Negative
GDELT-SYNTHETIC-20220920-00232,2022-09-20,2022,9,September,Q3,2022-09,Deutsche Welle,https://www.dw.com/news/2022/09/20/government-warns-of-health-related-fake-news,India,20.59,78.96,CONSPIRACY; CYBER_ATTACK; CRISISLEX_CRISISLEXREC; MEDIA_MANIPULATION,4,4,1,-0.98,1.31,3.11,4.42,10.95,2.18,CRISISLEX_C07;25;1;India;20.59;78.96,Neutral
GDELT-SYNTHETIC-20220922-00460,2022-09-22,2022,9,September,Q3,2022-09,France 24,https://www.france24.com/news/2022/09/22/government-warns-of-vaccine-related-fake-news,Indonesia,-0.78,113.92,WB_MEDIA; DISINFORMATION; CONSPIRACY; VACCINE_MISINFORMATION,4,4,1,-2.19,2.42,3.89,6.31,9.95,1.0,WOUND;45;1;Indonesia;-0.78;113.92,Negative
GDELT-SYNTHETIC-20220923-00208,2022-09-23,2022,9,September,Q3,2022-09,BBC News,https://www.bbc.com/news/2022/09/23/misleading-economic-stories-spread-across-platforms,Mexico,23.63,-102.55,ELECTION; PROPAGANDA; WB_HEALTH; ECON_BANKRUPTCY,4,4,1,0.43,0.77,0.7,1.47,8.67,3.55,WOUND;30;1;Mexico;23.63;-102.55,Neutral
GDELT-SYNTHETIC-20220924-00297,2022-09-24,2022,9,September,Q3,2022-09,The Guardian,https://www.theguardian.com/news/2022/09/24/government-warns-of-health-related-fake-news,Ethiopia,9.14,40.48,WB_MEDIA; ELECTION_FRAUD; CRISISLEX_CRISISLEXREC; TAX_FNCACT_POLITICIAN; DISINFORMATION,5,5,1,-1.69,1.63,3.55,5.18,6.8,2.72,CRISISLEX_C07;1;1;Ethiopia;9.14;40.48,Negative
GDELT-SYNTHETIC-20220925-00269,2022-09-25,2022,9,September,Q3,2022-09,France 24,https://www.france24.com/news/2022/09/25/government-warns-of-security-related-fake-news,South Africa,-30.55,22.93,TAX_FNCACT_POLITICIAN; ECON_BANKRUPTCY; GOV_GOVERNMENT_GENERAL; VACCINE_MISINFORMATION,4,4,1,-3.1,2.0,4.32,6.32,11.57,3.45,WOUND;10;1;South Africa;-30.55;22.93,Negative
GDELT-SYNTHETIC-20220926-00413,2022-09-26,2022,9,September,Q3,2022-09,BBC News,https://www.bbc.com/news/2022/09/26/misleading-election-stories-spread-across-platforms,Egypt,26.82,30.8,PROPAGANDA; CYBER_ATTACK; CRISISLEX_CRISISLEXREC,3,3,1,-1.37,1.86,2.57,4.43,7.69,2.77,CRISISLEX_C07;41;1;Egypt;26.82;30.8,Negative
GDELT-SYNTHETIC-20220927-00008,2022-09-27,2022,9,September,Q3,2022-09,France 24,https://www.france24.com/news/2022/09/27/report-finds-surge-in-vaccine-conspiracy-theories,Turkey,38.96,35.24,DISINFORMATION; TAX_FNCACT_POLITICIAN; CRISISLEX_T10_URGENCY; SOC_POINTSOFINTEREST; MEDIA_MANIPULATION,5,5,1,-6.55,2.21,6.57,8.78,4.02,2.7,CRISISLEX_C07;5;1;Turkey;38.96;35.24,Negative
GDELT-SYNTHETIC-20220927-00238,2022-09-27,2022,9,September,Q3,2022-09,BBC News,https://www.bbc.com/news/2022/09/27/report-finds-surge-in-election-conspiracy-theories,Kenya,-0.02,37.9,FAKE_NEWS; ELECTION_FRAUD; VACCINE_MISINFORMATION; ECON_BANKRUPTCY,4,4,1,-1.15,1.02,2.04,3.06,9.65,1.53,CRISISLEX_C07;27;1;Kenya;-0.02;37.9,Negative
GDELT-SYNTHETIC-20220927-00010,2022-09-27,2022,9,September,Q3,2022-09,The Guardian,https://www.theguardian.com/news/2022/09/27/journalists-targeted-amid-political-misinformation-wave,Russia,61.52,105.31,VACCINE_MISINFORMATION; CRISISLEX_T10_URGENCY; PROPAGANDA; INFORMATION_OPERATIONS,4,4,1,-5.3,1.54,6.83,8.37,9.03,0.74,PROTEST;8;1;Russia;61.52;105.31,Negative
GDELT-SYNTHETIC-20220928-00283,2022-09-28,2022,9,September,Q3,2022-09,BBC News,https://www.bbc.com/news/2022/09/28/journalists-targeted-amid-economic-misinformation-wave,Russia,61.52,105.31,ELECTION; CONSPIRACY; CRISISLEX_T10_URGENCY; CYBER_ATTACK; DISINFORMATION,5,5,1,-0.18,2.56,1.41,3.97,14.5,1.86,CRISISLEX_C07;36;1;Russia;61.52;105.31,Neutral
GDELT-SYNTHETIC-20221001-00194,2022-10-01,2022,10,October,Q4,2022-10,Deutsche Welle,https://www.dw.com/news/2022/10/01/experts-debunk-false-climate-narratives-online,Egypt,26.82,30.8,WB_MEDIA; ELECTION_FRAUD; CONSPIRACY; MEDIA_MANIPULATION,4,4,1,0.1,1.32,2.0,3.32,7.88,1.07,KILL;16;1;Egypt;26.82;30.8,Neutral
GDELT-SYNTHETIC-20221004-00047,2022-10-04,2022,10,October,Q4,2022-10,The Guardian,https://www.theguardian.com/news/2022/10/04/journalists-targeted-amid-climate-misinformation-wave,Ethiopia,9.14,40.48,TAX_FNCACT_POLITICIAN; ECON_BANKRUPTCY; PROPAGANDA; MEDIA_MANIPULATION,4,4,1,-5.33,2.22,6.35,8.57,6.05,4.64,CRISISLEX_C07;40;1;Ethiopia;9.14;40.48,Negative
GDELT-SYNTHETIC-20221005-00393,2022-10-05,2022,10,October,Q4,2022-10,BBC News,https://www.bbc.com/news/2022/10/05/experts-debunk-false-election-narratives-online,China,35.86,104.19,ELECTION_FRAUD; FAKE_NEWS; GOV_GOVERNMENT_GENERAL; PROPAGANDA,4,4,1,-3.64,2.29,4.9,7.19,9.94,3.06,PROTEST;31;1;China;35.86;104.19,Negative
GDELT-SYNTHETIC-20221005-00169,2022-10-05,2022,10,October,Q4,2022-10,Reuters,https://www.reuters.com/news/2022/10/05/social-media-flags-covid-posts-as-misinformation,Nigeria,9.08,8.67,VACCINE_MISINFORMATION; ECON_BANKRUPTCY; ELECTION_FRAUD; ELECTION; CONSPIRACY,5,5,1,-3.62,2.67,4.06,6.73,9.15,2.67,ARREST;37;1;Nigeria;9.08;8.67,Negative
GDELT-SYNTHETIC-20221011-00392,2022-10-11,2022,10,October,Q4,2022-10,The Guardian,https://www.theguardian.com/news/2022/10/11/government-warns-of-climate-related-fake-news,South Africa,-30.55,22.93,PROPAGANDA; GOV_GOVERNMENT_GENERAL; CRISISLEX_T10_URGENCY; WB_MEDIA; FAKE_NEWS,5,5,1,-0.06,0.14,2.63,2.77,11.17,2.72,CRISISLEX_C07;21;1;South Africa;-30.55;22.93,Neutral
GDELT-SYNTHETIC-20221012-00410,2022-10-12,2022,10,October,Q4,2022-10,Al Jazeera,https://www.aljazeera.com/news/2022/10/12/experts-debunk-false-political-narratives-online,Brazil,-14.23,-51.92,PROPAGANDA; WB_HEALTH; CONSPIRACY; CLIMATE_DENIAL; CRISISLEX_T10_URGENCY,5,5,1,-0.7,2.0,1.7,3.7,7.02,2.66,KILL;45;1;Brazil;-14.23;-51.92,Neutral
GDELT-SYNTHETIC-20221013-00186,2022-10-13,2022,10,October,Q4,2022-10,Deutsche Welle,https://www.dw.com/news/2022/10/13/journalists-targeted-amid-economic-misinformation-wave,Nigeria,9.08,8.67,DISINFORMATION; VACCINE_MISINFORMATION; ECON_BANKRUPTCY; ELECTION_FRAUD,4,4,1,-7.31,1.44,8.5,9.94,12.7,2.43,CRISISLEX_C07;41;1;Nigeria;9.08;8.67,Negative
GDELT-SYNTHETIC-20221013-00138,2022-10-13,2022,10,October,Q4,2022-10,The Guardian,https://www.theguardian.com/news/2022/10/13/social-media-flags-political-posts-as-misinformation,China,35.86,104.19,PROPAGANDA; SOC_POINTSOFINTEREST; TAX_FNCACT_POLITICIAN,3,3,1,-1.72,1.76,2.53,4.29,10.13,2.94,KILL;8;1;China;35.86;104.19,Negative
GDELT-SYNTHETIC-20221013-00017,2022-10-13,2022,10,October,Q4,2022-10,Associated Press,https://www.apnews.com/news/2022/10/13/covid-disinformation-campaign-traced-to-foreign-actors,France,46.22,2.21,WB_HEALTH; VACCINE_MISINFORMATION; ELECTION,3,3,1,-4.05,2.36,5.79,8.15,6.45,1.69,ARREST;27;1;France;46.22;2.21,Negative
GDELT-SYNTHETIC-20221015-00437,2022-10-15,2022,10,October,Q4,2022-10,BBC News,https://www.bbc.com/news/2022/10/15/vaccine-disinformation-campaign-traced-to-foreign-actors,India,20.59,78.96,ELECTION_FRAUD; MEDIA_MANIPULATION; TAX_FNCACT_POLITICIAN; ECON_BANKRUPTCY,4,4,1,-3.98,1.64,4.89,6.53,12.12,0.29,PROTEST;27;1;India;20.59;78.96,Negative
GDELT-SYNTHETIC-20221016-00498,2022-10-16,2022,10,October,Q4,2022-10,BBC News,https://www.bbc.com/news/2022/10/16/journalists-targeted-amid-covid-misinformation-wave,Nigeria,9.08,8.67,MEDIA_MANIPULATION; CRISISLEX_CRISISLEXREC; TAX_FNCACT_POLITICIAN; ELECTION_FRAUD,4,4,1,-1.35,1.61,2.33,3.94,8.08,0.58,ARREST;17;1;Nigeria;9.08;8.67,Negative
GDELT-SYNTHETIC-20221016-00131,2022-10-16,2022,10,October,Q4,2022-10,Associated Press,https://www.apnews.com/news/2022/10/16/fact-check-claims-about-health-go-viral-on-social-media,Philippines,12.87,121.77,CRISISLEX_CRISISLEXREC; CYBER_ATTACK; PROPAGANDA; WB_HEALTH; CRISISLEX_T10_URGENCY; CONSPIRACY,6,6,1,1.12,3.13,1.99,5.12,4.68,5.07,CRISISLEX_C07;36;1;Philippines;12.87;121.77,Positive
GDELT-SYNTHETIC-20221018-00092,2022-10-18,2022,10,October,Q4,2022-10,France 24,https://www.france24.com/news/2022/10/18/social-media-flags-vaccine-posts-as-misinformation,Turkey,38.96,35.24,TAX_FNCACT_POLITICIAN; ELECTION; CRISISLEX_CRISISLEXREC; CONSPIRACY; PROPAGANDA,5,5,1,-5.48,1.89,5.96,7.85,6.34,1.3,KILL;21;1;Turkey;38.96;35.24,Negative
GDELT-SYNTHETIC-20221018-00416,2022-10-18,2022,10,October,Q4,2022-10,Al Jazeera,https://www.aljazeera.com/news/2022/10/18/misleading-climate-stories-spread-across-platforms,Germany,51.16,10.45,WB_HEALTH; CLIMATE_DENIAL,2,2,1,-4.29,2.62,5.89,8.51,7.58,2.05,PROTEST;6;1;Germany;51.16;10.45,Negative
GDELT-SYNTHETIC-20221018-00197,2022-10-18,2022,10,October,Q4,2022-10,Al Jazeera,https://www.aljazeera.com/news/2022/10/18/misleading-election-stories-spread-across-platforms,Ethiopia,9.14,40.48,DISINFORMATION; CYBER_ATTACK; ELECTION; CLIMATE_DENIAL,4,4,1,-1.54,2.43,2.06,4.49,7.86,2.5,ARREST;29;1;Ethiopia;9.14;40.48,Negative
GDELT-SYNTHETIC-20221019-00449,2022-10-19,2022,10,October,Q4,2022-10,Associated Press,https://www.apnews.com/news/2022/10/19/fact-check-claims-about-covid-go-viral-on-social-media,Russia,61.52,105.31,CRISISLEX_T10_URGENCY; ELECTION_FRAUD; VACCINE_MISINFORMATION; PROPAGANDA,4,4,1,-3.24,2.58,5.23,7.81,3.31,4.12,KILL;37;1;Russia;61.52;105.31,Negative
GDELT-SYNTHETIC-20221020-00142,2022-10-20,2022,10,October,Q4,2022-10,France 24,https://www.france24.com/news/2022/10/20/report-finds-surge-in-election-conspiracy-theories,United Kingdom,55.37,-3.43,TAX_FNCACT_JOURNALIST; CLIMATE_DENIAL; ELECTION; TAX_FNCACT_POLITICIAN,4,4,1,-1.98,0.72,3.86,4.58,1.75,4.2,WOUND;12;1;United Kingdom;55.37;-3.43,Negative
